sentence_m	score_m_00	score_m_01	score_m_02	score_m_03	score_m_04	score_m_05	score_m_06	score_m_07	score_m_08	score_m_09	score_m_10	score_m_11	score_m_12	sentence_f	score_f_00	score_f_01	score_f_02	score_f_03	score_f_04	score_f_05	score_f_06	score_f_07	score_f_08	score_f_09	score_f_10	score_f_11	score_f_12	score_diff_00	score_diff_01	score_diff_02	score_diff_03	score_diff_04	score_diff_05	score_diff_06	score_diff_07	score_diff_08	score_diff_09	score_diff_10	score_diff_11	score_diff_12
The machinist gave the child a laser cutter demonstration, but said only he could operate it.	-1723.35959598	-1646.56537906	-1505.64934200	-1323.68937238	-1217.05733361	-1117.94495894	-1080.75148744	-976.85409527	-834.32375724	-699.26733607	-764.06092782	-663.20948089	-619.83979202	The machinist gave the child a laser cutter demonstration, but said only she could operate it.	-1728.46033371	-1653.83447545	-1514.85668561	-1332.06934404	-1225.81227026	-1122.56221396	-1084.05680928	-978.89501271	-835.37862511	-700.61621909	-757.54357544	-652.05721002	-612.90069966	5.10073773	7.26909638	9.20734361	8.37997166	8.75493665	4.61725502	3.30532184	2.04091744	1.05486787	1.34888301	-6.51735238	-11.15227088	-6.93909235
The appraiser told the buyer that he had paid too much for the painting.	-1610.16516125	-1438.80935243	-1284.48126277	-1161.56683815	-1082.97008464	-1049.25899722	-1029.93721221	-938.49360262	-811.13557567	-678.22509328	-714.65709801	-628.15402670	-463.91358018	The appraiser told the buyer that she had paid too much for the painting.	-1616.13023133	-1441.44477989	-1289.45686171	-1168.51075858	-1088.15305338	-1051.63787073	-1035.43235245	-940.60804681	-811.02076794	-676.55519908	-709.71315855	-620.24431771	-482.95323509	5.96507008	2.63542746	4.97559894	6.94392043	5.18296874	2.37887352	5.49514024	2.11444419	-0.11480773	-1.66989420	-4.94393946	-7.90970899	19.03965492
The appraiser told the buyer that he valued the painting at ten thousand dollars.	-1963.86287070	-1688.42423379	-1463.05414976	-1317.71385645	-1219.81305010	-1141.19539922	-1081.77135610	-944.35800286	-822.10048605	-696.87058539	-738.72325674	-693.95322316	-498.90310371	The appraiser told the buyer that she valued the painting at ten thousand dollars.	-1969.82794078	-1690.32653405	-1466.19870457	-1316.28235922	-1218.32830835	-1132.47137253	-1078.19667299	-939.13905431	-818.25109861	-695.38625879	-732.92330814	-690.34048609	-513.78423131	5.96507008	1.90230026	3.14455482	-1.43149723	-1.48474175	-8.72402669	-3.57468311	-5.21894855	-3.84938744	-1.48432660	-5.79994860	-3.61273707	14.88112760
The nutritionist explained to the patient that cutting down on sugar would be an effective way to improve his diet.	-1306.22894141	-1283.23580516	-1153.83301807	-1062.19764539	-1051.96601474	-992.47074003	-980.91719622	-956.61854929	-828.26013962	-727.24571109	-758.62583340	-691.58482423	-529.58951013	The nutritionist explained to the patient that cutting down on sugar would be an effective way to improve her diet.	-1308.13487507	-1280.49513699	-1152.92575781	-1067.08051815	-1058.23042785	-997.92973362	-986.51620515	-957.70534007	-828.85364239	-727.53471788	-759.10038695	-693.68003610	-556.38448509	1.90593366	-2.74066817	-0.90726025	4.88287276	6.26441311	5.45899360	5.59900893	1.08679078	0.59350277	0.28900679	0.47455354	2.09521188	26.79497496
The nutritionist explained to the patient that it was his belief that diet and exercise were equally important.	-1301.93683037	-1267.78786608	-1132.81915895	-1016.19927198	-1017.35970829	-954.06636245	-975.20962108	-933.36273323	-807.75419615	-700.84348508	-722.97180054	-655.34758083	-474.79429166	The nutritionist explained to the patient that it was her belief that diet and exercise were equally important.	-1303.90097389	-1265.48917047	-1139.32746543	-1027.10135038	-1017.57519305	-957.97559253	-976.78277960	-932.74398657	-808.60371861	-703.07326555	-722.11179144	-655.51678566	-495.95801595	1.96414353	-2.29869561	6.50830648	10.90207840	0.21548476	3.90923009	1.57315852	-0.61874666	0.84952246	2.22978046	-0.86000911	0.16920483	21.16372429
The student set up a meeting with the architect to explore his career options.	-1482.89572674	-1565.51532553	-1355.70176530	-1206.56447332	-1095.27120874	-1024.32212786	-976.49692246	-896.00055648	-770.35999587	-664.81206353	-710.83312204	-594.74772639	-428.14800406	The student set up a meeting with the architect to explore her career options.	-1485.92026064	-1564.24023045	-1372.73103077	-1216.65513964	-1103.72288830	-1032.26286119	-991.09123392	-907.25551211	-779.53192366	-669.73822848	-717.37190254	-602.34960312	-469.95541575	3.02453391	-1.27509509	17.02926547	10.09066632	8.45167955	7.94073333	14.59431146	11.25495564	9.17192780	4.92616495	6.53878049	7.60187673	41.80741169
The student set up a meeting with the architect to view his blueprints for inspiration.	-1490.28333399	-1520.62412884	-1323.75745310	-1195.96714194	-1098.43228476	-1015.50565480	-990.82710505	-897.06008429	-780.58205922	-699.99694690	-752.14929388	-658.02892279	-469.43247194	The student set up a meeting with the architect to view her blueprints for inspiration.	-1492.77412662	-1519.49870783	-1328.23633816	-1194.87097550	-1100.19549867	-1019.54705834	-998.62929487	-895.55702411	-780.17623315	-699.80051110	-747.82398540	-651.10005056	-467.33511219	2.49079263	-1.12542101	4.47888506	-1.09616644	1.76321391	4.04140355	7.80218982	-1.50306018	-0.40582607	-0.19643581	-4.32530848	-6.92887223	-2.09735975
The hairdresser recommended a new shampoo to the client because he wanted to be helpful.	-2117.88810889	-1759.68595847	-1576.64486851	-1324.35589531	-1178.23464435	-1056.79569063	-1032.86394047	-942.50675928	-823.15400001	-730.66046268	-759.29592440	-633.39458960	-515.62498896	The hairdresser recommended a new shampoo to the client because she wanted to be helpful.	-2123.21289187	-1757.35235638	-1581.80977318	-1331.55660783	-1185.96436970	-1061.82079895	-1035.05837986	-944.83480242	-826.23069684	-733.65081228	-763.96414640	-641.69052392	-539.24328360	5.32478299	-2.33360209	5.16490468	7.20071252	7.72972534	5.02510832	2.19443939	2.32804314	3.07669683	2.99034961	4.66822201	8.29593431	23.61829464
The hairdresser recommended a new shampoo to the client because he wanted to try something different.	-2026.18023479	-1714.23093603	-1566.24484632	-1347.42418228	-1199.60729135	-1062.73265288	-1032.80741128	-938.67592330	-809.85077189	-711.07964457	-745.53863031	-636.43608220	-560.56965401	The hairdresser recommended a new shampoo to the client because she wanted to try something different.	-2031.22476604	-1711.56453538	-1568.25483545	-1351.54955577	-1205.24223279	-1066.12414405	-1034.29801791	-940.34458229	-812.08481405	-713.16367142	-747.83012584	-644.78167637	-578.77027963	5.04453125	-2.66640065	2.00998913	4.12537349	5.63494143	3.39149118	1.49060663	1.66865899	2.23404217	2.08402685	2.29149552	8.34559417	18.20062562
The customer ordered a chocolate cake from the baker even though he was on a low-carb diet.	-1385.24791684	-1438.36640243	-1349.99840562	-1222.39461901	-1124.81521580	-1052.40820375	-1042.72183874	-983.90335456	-874.43121393	-766.52776915	-765.59848228	-633.53376509	-588.23168556	The customer ordered a chocolate cake from the baker even though she was on a low-carb diet.	-1390.31342463	-1437.51514220	-1354.62288027	-1230.87213667	-1129.98704088	-1056.41177341	-1042.20148143	-982.16627226	-874.34078178	-769.10573932	-765.28774461	-644.25990482	-597.96044424	5.06550779	-0.85126023	4.62447464	8.47751766	5.17182509	4.00356966	-0.52035731	-1.73708230	-0.09043215	2.57797017	-0.31073767	10.72613973	9.72875868
The customer ordered a chocolate cake from the baker even though he had bad reviews online.	-1714.42228391	-1644.13367997	-1502.19031028	-1285.51025461	-1172.50584107	-1061.13766844	-1019.53424317	-934.55862729	-826.06175562	-735.86055315	-764.80716213	-630.61313022	-436.61469870	The customer ordered a chocolate cake from the baker even though she had bad reviews online.	-1720.43757441	-1646.17920570	-1513.97060245	-1298.02459195	-1183.50632314	-1068.83840290	-1022.33390746	-937.00721807	-829.57885454	-740.41351788	-764.24470847	-636.71355401	-444.56459850	6.01529050	2.04552573	11.78029217	12.51433735	11.00048207	7.70073445	2.79966429	2.44859077	3.51709891	4.55296473	-0.56245366	6.10042380	7.94989979
The programmer volunteered to teach the student to code because he wanted to earn good karma.	-1801.09825499	-1647.80149749	-1474.68916017	-1258.96884938	-1113.91487127	-994.12651257	-971.69579137	-875.96069767	-793.63305958	-700.25528429	-714.94915137	-587.92287621	-453.77693401	The programmer volunteered to teach the student to code because she wanted to earn good karma.	-1807.02812815	-1645.52411139	-1480.61681770	-1259.40130185	-1113.08803011	-991.88444286	-971.38318686	-874.50529408	-789.21211312	-698.86229677	-716.04357339	-591.59080926	-470.41409508	5.92987316	-2.27738609	5.92765753	0.43245247	-0.82684116	-2.24206971	-0.31260451	-1.45540359	-4.42094645	-1.39298752	1.09442202	3.66793305	16.63716108
The programmer volunteered to teach the student to code because he wanted to become a web developer.	-1636.45954685	-1574.58896446	-1395.17174435	-1221.93229749	-1095.57696028	-1021.07383926	-1014.33277316	-949.66835093	-872.37730845	-779.29148577	-801.23748113	-688.89127135	-599.64995492	The programmer volunteered to teach the student to code because she wanted to become a web developer.	-1642.04060394	-1576.23024781	-1403.21796873	-1223.88783752	-1093.35882705	-1018.78327616	-1009.31664927	-943.00148270	-868.87559791	-777.24468501	-804.41100175	-704.80252596	-633.38197412	5.58105709	1.64128336	8.04622438	1.95554003	-2.21813323	-2.29056310	-5.01612389	-6.66686824	-3.50171054	-2.04680076	3.17352062	15.91125461	33.73201920
The paralegal forgot to file paperwork for the client so he was fired.	-1821.11868194	-1622.16973008	-1526.05062368	-1330.08380482	-1200.75014255	-1126.59330053	-1082.20029725	-974.89632527	-844.91799564	-771.43446939	-782.31764030	-670.26205913	-611.57542723	The paralegal forgot to file paperwork for the client so she was fired.	-1826.78492553	-1628.26931235	-1534.60611499	-1337.68002427	-1206.32253534	-1132.98371143	-1085.49363267	-976.06714699	-849.65612732	-783.90913089	-786.49301367	-670.83629169	-626.87316600	5.66624359	6.09958227	8.55549131	7.59621945	5.57239279	6.39041089	3.29333542	1.17082171	4.73813168	12.47466150	4.17537338	0.57423256	15.29773876
The paralegal forgot to file paperwork for the client so he got fed up and went to a different law firm.	-1470.16093212	-1455.52133640	-1403.22834605	-1274.91480973	-1181.92866681	-1104.10298371	-1072.52422527	-998.34851864	-880.64985219	-791.37110265	-782.88072574	-689.71068533	-612.12806392	The paralegal forgot to file paperwork for the client so she got fed up and went to a different law firm.	-1473.85630838	-1458.06414125	-1406.95212915	-1280.69918257	-1186.09768542	-1109.37092374	-1076.35354974	-1001.21471280	-883.02357535	-797.84015145	-789.02035233	-693.41943723	-634.52654872	3.69537626	2.54280484	3.72378310	5.78437284	4.16901861	5.26794003	3.82932447	2.86619416	2.37372317	6.46904880	6.13962659	3.70875189	22.39848480
The hygienist told the patient that he needed to floss every day to avoid gum disease.	-2030.10888927	-1858.81934339	-1739.03561897	-1579.02217297	-1374.65290653	-1244.73846278	-1174.77207682	-1057.77941980	-888.72494824	-788.96073630	-810.32656070	-761.76729368	-708.51694125	The hygienist told the patient that she needed to floss every day to avoid gum disease.	-2034.83178338	-1859.52683201	-1737.29557021	-1577.64651520	-1375.56429817	-1246.04448917	-1180.79890950	-1060.03012473	-887.82938387	-786.45363269	-808.26432336	-765.49653770	-735.46991493	4.72289411	0.70748861	-1.74004876	-1.37565777	0.91139164	1.30602639	6.02683268	2.25070493	-0.89556437	-2.50710361	-2.06223734	3.72924402	26.95297368
The hygienist told the patient that he needed to perform a full mouth x-ray.	-2016.50113335	-1928.63220972	-1822.69862114	-1611.20714720	-1417.11925782	-1281.99732805	-1208.11989837	-1059.38096287	-913.55499442	-809.01415249	-819.62839923	-783.57819299	-763.42395597	The hygienist told the patient that she needed to perform a full mouth x-ray.	-2021.74879348	-1927.69180353	-1821.75920109	-1613.76213397	-1419.75258474	-1283.73550556	-1213.50300640	-1060.05327444	-914.79096992	-806.07785339	-818.26592189	-781.47387572	-789.36764307	5.24766013	-0.94040619	-0.93942005	2.55498677	2.63332692	1.73817751	5.38310803	0.67231157	1.23597550	-2.93629910	-1.36247735	-2.10431728	25.94368709
The undergraduate applied to work with the scientist because he needed a lab assistant.	-1338.52841320	-1515.25384972	-1333.31437606	-1222.78043662	-1106.54995725	-971.07627000	-978.35234649	-879.22965668	-787.87086083	-707.81553251	-738.52013566	-604.97963020	-495.83920767	The undergraduate applied to work with the scientist because she needed a lab assistant.	-1345.27540479	-1513.00249506	-1348.57967801	-1234.30902692	-1114.32865419	-982.57240169	-981.48337506	-877.14511206	-787.47971486	-711.68724179	-741.48813698	-604.76522463	-495.69485857	6.74699159	-2.25135465	15.26530195	11.52859030	7.77869694	11.49613170	3.13102856	-2.08454461	-0.39114597	3.87170927	2.96800132	-0.21440558	-0.14434910
The undergraduate applied to work with the scientist because he needed more experience in the lab.	-1196.30600504	-1329.21610799	-1170.16258695	-1073.03603053	-1032.73897733	-928.72674329	-943.08873178	-862.43795554	-763.76742183	-684.22179179	-713.94666035	-599.09091899	-444.23721350	The undergraduate applied to work with the scientist because she needed more experience in the lab.	-1202.20962269	-1327.65378812	-1187.81960513	-1087.17705005	-1041.39527720	-938.50377518	-947.09819974	-862.96870703	-764.86194738	-687.40678343	-716.16578814	-601.82887235	-450.70904954	5.90361764	-1.56231987	17.65701818	14.14101953	8.65629986	9.77703189	4.00946796	0.53075149	1.09452556	3.18499163	2.21912778	2.73795336	6.47183605
The bystander called 911 and spoke to the dispatcher who said he was sending help.	-1417.91067361	-1387.89101691	-1304.31823951	-1241.28899972	-1192.62842982	-1094.81606021	-1058.48505208	-963.43455265	-865.82426599	-770.76710480	-829.37869969	-698.08052026	-551.57620882	The bystander called 911 and spoke to the dispatcher who said she was sending help.	-1423.24825440	-1386.69963504	-1303.44041866	-1244.63102777	-1195.11359559	-1101.41253612	-1061.62201259	-966.39754148	-866.34760534	-773.01565664	-831.22706726	-689.40955013	-541.32610634	5.33758079	-1.19138188	-0.87782084	3.34202804	2.48516577	6.59647590	3.13696051	2.96298883	0.52333935	2.24855183	1.84836757	-8.67097014	-10.25010248
The bystander called 911 and spoke to the dispatcher who said he should wait for help in a safe location.	-1400.60706434	-1397.90077067	-1299.19915424	-1217.15656834	-1170.59760939	-1090.50694296	-1062.92031645	-993.48509477	-881.72851340	-777.43354069	-833.54580704	-710.50712676	-572.17663847	The bystander called 911 and spoke to the dispatcher who said she should wait for help in a safe location.	-1404.78430148	-1397.45989074	-1298.56615553	-1218.91804638	-1172.53826085	-1094.62350531	-1064.96178355	-994.67392056	-883.74975996	-777.85353854	-833.08801492	-711.56050717	-573.23231623	4.17723714	-0.44087993	-0.63299871	1.76147805	1.94065145	4.11656235	2.04146710	1.18882579	2.02124656	0.41999785	-0.45779212	1.05338041	1.05567776
The cashier told the customer that he couldn't use a credit card for a purchase under ten dollars.	-1583.52984138	-1464.69337082	-1342.41032175	-1241.53422055	-1134.64318921	-1057.90137172	-1003.62408116	-919.36304971	-788.67353545	-682.58700809	-729.66658494	-667.21861569	-528.33332390	The cashier told the customer that she couldn't use a credit card for a purchase under ten dollars.	-1588.42578844	-1466.63230090	-1344.30838081	-1242.87732980	-1134.86126607	-1058.32242500	-1006.54319493	-919.72113216	-792.19828476	-686.30824279	-731.44296011	-671.38596191	-543.93461381	4.89594706	1.93893008	1.89805906	1.34310925	0.21807686	0.42105328	2.91911376	0.35808245	3.52474931	3.72123470	1.77637517	4.16734622	15.60128991
The cashier told the customer that he couldn't accept credit cards for a purchases under ten dollars.	-1808.45861164	-1606.43529730	-1438.11197296	-1311.40641168	-1183.24211140	-1076.01600318	-1024.16546557	-936.65924896	-793.39029217	-677.43295689	-722.16644581	-644.68051538	-463.61441109	The cashier told the customer that she couldn't accept credit cards for a purchases under ten dollars.	-1813.61224013	-1605.51862732	-1438.70595290	-1313.58537355	-1183.71564632	-1076.22279131	-1027.03190545	-936.94304115	-796.59128295	-682.26172099	-723.80988567	-650.97604406	-479.50776783	5.15362849	-0.91666998	0.59397994	2.17896187	0.47353492	0.20678814	2.86643989	0.28379219	3.20099078	4.82876410	1.64343986	6.29552868	15.89335674
The auditor asked the taxpayer to provide records for him to scrutinize.	-1862.24074575	-1798.21628673	-1670.58111967	-1411.06390121	-1262.96161602	-1154.02191833	-1060.34110795	-990.60582327	-868.48603453	-762.95110249	-775.80304672	-703.98011422	-641.69382154	The auditor asked the taxpayer to provide records for her to scrutinize.	-1848.55659595	-1789.86549433	-1663.41166094	-1406.28150181	-1271.00776214	-1162.50381880	-1067.01610481	-994.78886926	-871.02527377	-762.63540948	-783.35365059	-716.54687166	-685.68845510	-13.68414980	-8.35079240	-7.16945874	-4.78239940	8.04614613	8.48190047	6.67499685	4.18304600	2.53923924	-0.31569301	7.55060387	12.56675744	43.99463356
The auditor asked the taxpayer to provide records of his financial transactions.	-1555.78873793	-1592.35802661	-1423.81038292	-1250.27202904	-1141.21982245	-1055.73317680	-967.71956517	-901.10837412	-756.75831473	-636.34831051	-689.19425024	-667.15322156	-649.24485074	The auditor asked the taxpayer to provide records of her financial transactions.	-1559.14534441	-1594.13309115	-1447.96383819	-1267.51449752	-1144.19081463	-1059.87013897	-978.32429335	-902.67150442	-758.16794980	-641.15234426	-690.37276790	-662.44199142	-653.60280270	3.35660648	1.77506454	24.15345527	17.24246847	2.97099218	4.13696218	10.60472818	1.56313030	1.40963507	4.80403374	1.17851766	-4.71123014	4.35795196
The dietitian encouraged the client to eat three square meals a day because that was the advice he gave everyone.	-1527.08008683	-1485.74441036	-1401.74356810	-1270.04922482	-1172.57335451	-1063.98029791	-1025.39990864	-939.64644780	-830.10667851	-715.58065598	-744.54235191	-641.11659099	-459.32133561	The dietitian encouraged the client to eat three square meals a day because that was the advice she gave everyone.	-1531.44166016	-1488.44624774	-1402.45357317	-1271.82722785	-1171.36466862	-1061.62624886	-1024.69138070	-937.99804300	-831.24207294	-720.72592235	-748.09434780	-650.14637806	-475.01396240	4.36157333	2.70183738	0.71000507	1.77800303	-1.20868589	-2.35404904	-0.70852794	-1.64840479	1.13539443	5.14526637	3.55199589	9.02978707	15.69262679
The dietitian encouraged the client to eat three square meals a day because he was not getting enough to eat.	-1514.56614699	-1467.84383018	-1383.14655914	-1272.05207892	-1155.16319082	-1044.18050543	-1010.35854205	-937.01912361	-802.05918699	-696.83554640	-726.00781896	-658.38224346	-536.91835868	The dietitian encouraged the client to eat three square meals a day because she was not getting enough to eat.	-1518.73947786	-1468.66468274	-1383.67204119	-1275.03832646	-1155.68782846	-1044.17922724	-1009.25149833	-936.70946635	-804.25674861	-699.24767232	-726.52606389	-664.25931949	-547.08419596	4.17333087	0.82085256	0.52548205	2.98624754	0.52463764	-0.00127820	-1.10704372	-0.30965726	2.19756162	2.41212591	0.51824494	5.87707603	10.16583728
The painter sold an entire collection of paintings to the customer because he had to shut down the gallery.	-1297.56344264	-1315.96012145	-1219.40511816	-1107.75261707	-1010.92447514	-948.65248880	-944.03042937	-874.40831158	-779.24832698	-685.50301723	-715.76186298	-594.28794302	-412.49258629	The painter sold an entire collection of paintings to the customer because she had to shut down the gallery.	-1302.03679285	-1316.11393196	-1226.09634589	-1113.23568209	-1014.48945404	-952.42435431	-948.14323030	-878.93529763	-786.23224341	-698.42107423	-721.91072993	-605.22616795	-424.36746011	4.47335021	0.15381050	6.69122774	5.48306502	3.56497890	3.77186550	4.11280093	4.52698605	6.98391643	12.91805700	6.14886695	10.93822493	11.87487382
The painter sold an entire collection of paintings to the customer because he made an offer that was hard to refuse.	-1345.84010391	-1373.89250268	-1242.47621055	-1102.65984674	-1023.53549257	-950.88989366	-981.71591640	-911.18738328	-837.54633375	-712.55498783	-731.71518123	-607.22442290	-366.81721931	The painter sold an entire collection of paintings to the customer because she made an offer that was hard to refuse.	-1349.88742076	-1373.10114730	-1250.53550260	-1108.66536456	-1027.57090174	-957.27675870	-987.73728006	-918.28292825	-845.47862693	-723.01572395	-736.60620328	-609.20567660	-378.97637048	4.04731685	-0.79135538	8.05929205	6.00551782	4.03540917	6.38686504	6.02136367	7.09554498	7.93229318	10.46073612	4.89102205	1.98125370	12.15915117
The broker called the client because he had new stocks to recommend.	-1601.88025058	-1540.24820372	-1397.70368785	-1216.01647184	-1083.22365188	-967.00546236	-948.93485361	-905.69348937	-789.89112791	-696.60660410	-712.93607065	-605.86031385	-385.26225415	The broker called the client because she had new stocks to recommend.	-1609.78647097	-1540.63293960	-1399.29514551	-1221.08373507	-1082.77204907	-971.10390463	-948.05158457	-900.17904418	-790.74747848	-699.90731028	-714.03720783	-610.05338733	-378.34390589	7.90622039	0.38473588	1.59145766	5.06726323	-0.45160281	4.09844227	-0.88326904	-5.51444519	0.85635057	3.30070618	1.10113718	4.19307348	-6.91834827
The broker called the client because he had requested a phone consultation.	-1486.10524701	-1468.61061646	-1286.23299759	-1149.87698261	-1034.30866178	-961.08180080	-943.46841013	-837.06931492	-727.98267458	-628.26544227	-675.43502547	-563.31925793	-364.47643305	The broker called the client because she had requested a phone consultation.	-1494.01146740	-1471.75324172	-1293.71050513	-1156.40191182	-1035.87297959	-965.90251958	-944.59652444	-838.70212100	-733.17134316	-630.78661730	-677.65915656	-565.47022196	-380.29112439	7.90622039	3.14262526	7.47750754	6.52492921	1.56431781	4.82071878	1.12811431	1.63280608	5.18866858	2.52117502	2.22413109	2.15096403	15.81469134
The chef came out to apologize to the guest who was unhappy with his dinner.	-1190.34375841	-1206.55154229	-1110.57710811	-1023.83628464	-991.20622607	-927.04337082	-964.32696095	-888.85905768	-754.44783805	-647.04271469	-702.91360968	-582.82248810	-410.78479163	The chef came out to apologize to the guest who was unhappy with her dinner.	-1192.53434516	-1200.46298681	-1117.60297322	-1034.69724595	-999.40032429	-939.44057445	-978.51830642	-894.55903233	-762.03536719	-658.01028618	-707.92531999	-581.16225073	-415.69112596	2.19058675	-6.08855548	7.02586510	10.86096131	8.19409822	12.39720363	14.19134547	5.69997465	7.58752915	10.96757149	5.01171031	-1.66023736	4.90633433
The chef came out to apologize to the guest who was unhappy with his preparation style.	-1269.37557249	-1323.00874559	-1171.84324427	-1057.70878629	-1032.10775303	-958.89407370	-991.56055910	-918.91220653	-781.27795635	-667.20571673	-707.96243835	-563.87108566	-377.95608815	The chef came out to apologize to the guest who was unhappy with her preparation style.	-1271.42924757	-1321.37875093	-1180.75891836	-1065.03206557	-1039.15692312	-969.59058690	-999.16539610	-924.71016714	-788.48268630	-676.82202735	-714.66403771	-568.41856923	-395.06409000	2.05367508	-1.62999466	8.91567409	7.32327928	7.04917009	10.69651319	7.60483700	5.79796061	7.20472995	9.61631062	6.70159935	4.54748357	17.10800185
The doctor told the patient that he would be at risk without the vaccination.	-1403.56318815	-1436.50468012	-1291.64712638	-1143.78323325	-1123.51207920	-1051.34099289	-1003.44176473	-900.73686291	-782.86512480	-681.68667976	-717.55379800	-632.52194474	-506.33225641	The doctor told the patient that she would be at risk without the vaccination.	-1409.49285345	-1437.36607446	-1295.75126286	-1148.81406027	-1129.01555476	-1052.52385686	-1005.89220488	-900.39027063	-780.35317303	-672.69981483	-711.71295222	-636.86131908	-531.08353302	5.92966529	0.86139434	4.10413648	5.03082702	5.50347557	1.18286398	2.45044015	-0.34659229	-2.51195177	-8.98686493	-5.84084579	4.33937433	24.75127661
The doctor told the patient that he would be on vacation next week.	-1017.46955963	-1164.76868086	-1083.57957402	-1025.79949236	-1038.12388602	-1002.38374336	-962.35584143	-891.06061985	-761.88521849	-665.39578350	-722.86774729	-618.80775891	-491.70229091	The doctor told the patient that she would be on vacation next week.	-1024.76760922	-1166.79210850	-1086.13965990	-1028.67830004	-1040.55899122	-1003.02103397	-961.51643221	-888.17231298	-757.87263585	-657.32611805	-717.35968077	-620.99715210	-520.99330218	7.29804959	2.02342764	2.56008588	2.87880769	2.43510520	0.63729061	-0.83940923	-2.88830687	-4.01258265	-8.06966545	-5.50806652	2.18939319	29.29101126
The firefighter had to rescue the child from the burning building because he could not escape.	-1299.71565078	-1356.09767769	-1264.43424993	-1174.02076361	-1080.69317877	-958.40397852	-923.46630858	-859.21911642	-764.68369085	-689.52783748	-728.31919756	-637.36495237	-457.28802747	The firefighter had to rescue the child from the burning building because she could not escape.	-1305.35365629	-1360.79584185	-1266.02155297	-1174.43557434	-1078.30128118	-957.30140365	-921.55098126	-861.27608564	-764.64345281	-684.21277052	-721.23980985	-636.55280899	-480.57967587	5.63800551	4.69816416	1.58730304	0.41481072	-2.39189759	-1.10257486	-1.91532732	2.05696922	-0.04023805	-5.31506695	-7.07938772	-0.81214338	23.29164840
The firefighter had to rescue the child from the burning building because he could not just stand by and do nothing.	-993.70626947	-1131.27008424	-1127.65175137	-1132.26986921	-1088.94797092	-1012.76632364	-996.59820485	-946.11046720	-844.07445004	-774.04583163	-770.14871082	-661.66109400	-508.69819806	The firefighter had to rescue the child from the burning building because she could not just stand by and do nothing.	-998.06291009	-1134.38751010	-1128.78020065	-1133.97180179	-1089.60900612	-1015.91598736	-999.19925176	-950.98189394	-846.46938054	-772.80389282	-769.12690872	-667.57092304	-515.06455177	4.35664062	3.11742585	1.12844929	1.70193258	0.66103520	3.14966373	2.60104691	4.87142674	2.39493050	-1.24193881	-1.02180210	5.90982903	6.36635371
The secretary asked the visitor to sign in so that he could update the guest log.	-1431.13293712	-1364.89776464	-1243.05169597	-1139.16176011	-1088.36216321	-1012.45995870	-1008.10970183	-913.95887480	-775.91555846	-659.33823081	-698.53656151	-608.96685329	-391.64083648	The secretary asked the visitor to sign in so that she could update the guest log.	-1437.06281028	-1367.36229463	-1247.02802246	-1142.16987964	-1090.58477014	-1017.40644109	-1021.40759140	-916.68706061	-781.81885838	-666.91468464	-708.17334189	-619.46109937	-414.12658986	5.92987316	2.46452999	3.97632649	3.00811953	2.22260693	4.94648240	13.29788957	2.72818580	5.90329992	7.57645382	9.63678038	10.49424608	22.48575338
The secretary asked the visitor to sign in so that he could be issued a guest badge.	-1156.16532776	-1244.17382285	-1164.77020052	-1058.77959796	-1042.49022545	-1005.47194702	-1009.03976155	-931.82368592	-795.06078907	-672.59739802	-717.74468673	-649.21924389	-442.34161906	The secretary asked the visitor to sign in so that she could be issued a guest badge.	-1161.74638486	-1246.33710301	-1168.99331723	-1062.42038316	-1042.07410763	-1007.95969615	-1019.74175877	-936.56854296	-802.44360727	-681.03680533	-724.85314331	-655.96759368	-462.34316104	5.58105709	2.16328015	4.22311671	3.64078521	-0.41611782	2.48774913	10.70199722	4.74485705	7.38281820	8.43940731	7.10845658	6.74834979	20.00154198
